White,Black,Result,Round,Date,Opening,View,Unnamed: 0,Name,Name.1,ELO,Points
"Jacobsen, M","Haldorsen, B",0-1,5.4,"Jul 24, 2020",A40 Queen's pawn,,,,,,
"Antonsen, M","Olsen, F",1-0,5.5,"Jul 24, 2020","D11 Queen's Gambit Declined Slav, 3.Nf3",,,,,,
"Rostgaard, T","Antonsen, M",0-1,6.1,"Jul 25, 2020","A07 Reti, King's Indian attack (Barcza system)",,,,,,
"Grandelius, N","Haubro, M",1-0,6.2,"Jul 25, 2020",E20 Nimzo-Indian defence,,,,,,
"Haldorsen, B","Hector, J",0-1,6.3,"Jul 25, 2020",D02 Queen's pawn game,,,,,,
"Jacobsen, M","Sondergaard, J",½-½,6.4,"Jul 25, 2020",E11 Bogo-Indian defence,,,,,,
"Olsen, F","Johansson, L",0-1,6.5,"Jul 25, 2020","E06 Catalan, closed, 5.Nf3",,,,,,
"Haubro, M","Olsen, F",½-½,7.1,"Jul 25, 2020",B12 Caro-Kann defence,,,,,,
"Hector, J","Grandelius, N",0-1,7.2,"Jul 25, 2020",B12 Caro-Kann defence,,,,,,
"Sondergaard, J","Haldorsen, B",0-1,7.3,"Jul 25, 2020","A42 Modern defence, Averbakh system",,,,,,
"Antonsen, M","Jacobsen, M",1-0,7.4,"Jul 25, 2020","B39 Sicilian, accelerated fianchetto, Breyer variation",,,,,,
"Johansson, L","Rostgaard, T",1-0,7.5,"Jul 25, 2020","E63 King's Indian, fianchetto, Panno variation",,,,,,
"Rostgaard, T","Haubro, M",½-½,8.1,"Jul 26, 2020",D02 Queen's pawn game,,,,,,
"Haldorsen, B","Grandelius, N",0-1,8.2,"Jul 26, 2020","A12 English, Caro-Kann defensive system",,,,,,
"Sondergaard, J","Antonsen, M",1-0,8.3,"Jul 26, 2020","A33 English, symmetrical variation",,,,,,
"Olsen, F","Hector, J",1-0,8.4,"Jul 26, 2020","D14 Queen's Gambit Declined Slav, exchange variation, 6.Bf4 Bf5",,,,,,
"Jacobsen, M","Johansson, L",0-1,8.5,"Jul 26, 2020","E17 Queen's Indian, 5.Bg2 Be7",,,,,,
"Antonsen, M","Haldorsen, B",0-1,9.1,"Jul 26, 2020","A42 Modern defence, Averbakh system",,,,,,
"Johansson, L","Sondergaard, J",1-0,9.2,"Jul 26, 2020","E46 Nimzo-Indian, 4.e3 O-O",,,,,,
"Grandelius, N","Olsen, F",1-0,9.3,"Jul 26, 2020",D30 Queen's gambit declined,,,,,,
"Hector, J","Rostgaard, T",½-½,9.4,"Jul 26, 2020",C54 Giuoco Piano,,,,,,
"Haubro, M","Jacobsen, M",1-0,9.5,"Jul 26, 2020","C02 French, advance variation",,,,,,
"Vakhania, A","Khotenashvili, B",0-1,1.1,"Jul 21, 2020",A45 Queen's pawn game,,,,,,
"Tsotsonava, E","Khomeriki, N",0-1,1.2,"Jul 21, 2020","C92 Ruy Lopez, closed, 9.h3",,,,,,
"Gvetadze, S","Melia, S",1-0,1.3,"Jul 21, 2020",B30 Sicilian defence,,,,,,
"Khukhashvili, S","Arabidze, M",0-1,1.4,"Jul 21, 2020","C47 Four knights, Scotch variation",,,,,,
"Batsiashvili, N","Javakhishvili, L",1-0,1.5,"Jul 21, 2020","D40 Queen's Gambit Declined, Semi-Tarrasch defence",,,,,,
"Khotenashvili, B","Javakhishvili, L",½-½,2.1,"Jul 22, 2020",A13 English opening,,,,,,
"Arabidze, M","Batsiashvili, N",½-½,2.2,"Jul 22, 2020","D38 Queen's Gambit Declined, Ragozin variation",,,,,,
"Melia, S","Khukhashvili, S",1-0,2.3,"Jul 22, 2020","B51 Sicilian, Canal-Sokolsky (Nimzovich-Rossolimo, Moscow) attack",,,,,,
"Khomeriki, N","Gvetadze, S",1-0,2.4,"Jul 22, 2020","E15 Queen's Indian, 4.g3",,,,,,
"Vakhania, A","Tsotsonava, E",1-0,2.5,"Jul 22, 2020",A03 Bird's opening,,,,,,
"Tsotsonava, E","Khotenashvili, B",0-1,3.1,"Jul 23, 2020","C88 Ruy Lopez, closed",,,,,,
"Gvetadze, S","Vakhania, A",1-0,3.2,"Jul 23, 2020","B18 Caro-Kann, classical variation",,,,,,
"Khukhashvili, S","Khomeriki, N",1-0,3.3,"Jul 23, 2020",C22 Centre game,,,,,,
"Batsiashvili, N","Melia, S",0-1,3.4,"Jul 23, 2020","D35 Queen's Gambit Declined, 3...Nf6",,,,,,
"Javakhishvili, L","Arabidze, M",½-½,3.5,"Jul 23, 2020","E15 Queen's Indian, 4.g3",,,,,,
"Khotenashvili, B","Arabidze, M",½-½,4.1,"Jul 24, 2020",A13 English opening,,,,,,
"Melia, S","Javakhishvili, L",½-½,4.2,"Jul 24, 2020",C55 Two knights defence,,,,,,
"Khomeriki, N","Batsiashvili, N",0-1,4.3,"Jul 24, 2020","E97 King's Indian, orthodox, Aronin-Taimanov variation (Yugoslav attack / Mar del Plata variation)",,,,,,
"Vakhania, A","Khukhashvili, S",0-1,4.4,"Jul 24, 2020",B06 Robatsch (modern) defence,,,,,,
"Tsotsonava, E","Gvetadze, S",0-1,4.5,"Jul 24, 2020","B80 Sicilian, Scheveningen variation",,,,,,
"Gvetadze, S","Khotenashvili, B",½-½,5.1,"Jul 25, 2020","C77 Ruy Lopez, Morphy defence",,,,,,
"Khukhashvili, S","Tsotsonava, E",1-0,5.2,"Jul 25, 2020",A06 Reti opening,,,,,,
"Batsiashvili, N","Vakhania, A",1-0,5.3,"Jul 25, 2020",C11 French defence,,,,,,
"Javakhishvili, L","Khomeriki, N",1-0,5.4,"Jul 25, 2020",A06 Reti opening,,,,,,
"Arabidze, M","Melia, S",1-0,5.5,"Jul 25, 2020","E06 Catalan, closed, 5.Nf3",,,,,,
"Khotenashvili, B","Melia, S",1-0,6.1,"Jul 27, 2020","A08 Reti, King's Indian attack",,,,,,
"Khomeriki, N","Arabidze, M",½-½,6.2,"Jul 27, 2020","E15 Queen's Indian, 4.g3",,,,,,
"Vakhania, A","Javakhishvili, L",0-1,6.3,"Jul 27, 2020",A16 English opening,,,,,,
"Tsotsonava, E","Batsiashvili, N",0-1,6.4,"Jul 27, 2020","C78 Ruy Lopez, 5.O-O",,,,,,
"Gvetadze, S","Khukhashvili, S",1-0,6.5,"Jul 27, 2020",B50 Sicilian,,,,,,
"Khukhashvili, S","Khotenashvili, B",½-½,7.1,"Jul 28, 2020",C22 Centre game,,,,,,
"Batsiashvili, N","Gvetadze, S",1-0,7.2,"Jul 28, 2020","E46 Nimzo-Indian, 4.e3 O-O",,,,,,
"Javakhishvili, L","Tsotsonava, E",1-0,7.3,"Jul 28, 2020",A13 English opening,,,,,,
"Arabidze, M","Vakhania, A",1-0,7.4,"Jul 28, 2020",A90 Dutch defence,,,,,,
"Melia, S","Khomeriki, N",1-0,7.5,"Jul 28, 2020","B31 Sicilian, Nimzovich-Rossolimo attack (with ...g6, without ...d6)",,,,,,
"Khotenashvili, B","Khomeriki, N",1-0,8.1,"Jul 29, 2020","A07 Reti, King's Indian attack (Barcza system)",,,,,,
"Vakhania, A","Melia, S",½-½,8.2,"Jul 29, 2020",A43 Old Benoni defence,,,,,,
"Tsotsonava, E","Arabidze, M",0-1,8.3,"Jul 29, 2020","C92 Ruy Lopez, closed, 9.h3",,,,,,
"Gvetadze, S","Javakhishvili, L",0-1,8.4,"Jul 29, 2020",B44 Sicilian defence,,,,,,
"Khukhashvili, S","Batsiashvili, N",0-1,8.5,"Jul 29, 2020",C44 King's pawn game,,,,,,
"Batsiashvili, N","Khotenashvili, B",½-½,9.1,"Jul 30, 2020",A56 Benoni defence,,,,,,
"Javakhishvili, L","Khukhashvili, S",½-½,9.2,"Jul 30, 2020",E11 Bogo-Indian defence,,,,,,
"Arabidze, M","Gvetadze, S",½-½,9.3,"Jul 30, 2020",A50 Queen's pawn game,,,,,,
"Melia, S","Tsotsonava, E",1-0,9.4,"Jul 30, 2020","B48 Sicilian, Taimanov variation",,,,,,
"Khomeriki, N","Vakhania, A",½-½,9.5,"Jul 30, 2020",E11 Bogo-Indian defence,,,,,,
"Kramnik, V","Nepomniachtchi, I",½-½,1.1,"Jul 21, 2020",A04 Reti opening,,,,,,
"Giri, A","Carlsen, M",½-½,1.1,"Jul 21, 2020",D43 Queen's Gambit Declined semi-Slav,,,,,,
"Anand, V","Svidler, P",½-½,1.1,"Jul 21, 2020",D80 Gruenfeld defence,,,,,,
"Leko, P","Ivanchuk, V",½-½,1.1,"Jul 21, 2020","D27 Queen's Gambit Accepted, classical, 6...a6",,,,,,
"Gelfand, B","Ding, L",½-½,1.1,"Jul 21, 2020",E10 Queen's pawn game,,,,,,
"Nepomniachtchi, I","Kramnik, V",0-1,1.2,"Jul 21, 2020","D37 Queen's Gambit Declined, 4.Nf3",,,,,,
"Carlsen, M","Giri, A",1-0,1.2,"Jul 21, 2020","D38 Queen's Gambit Declined, Ragozin variation",,,,,,
"Svidler, P","Anand, V",½-½,1.2,"Jul 21, 2020","A08 Reti, King's Indian attack",,,,,,
"Ivanchuk, V","Leko, P",0-1,1.2,"Jul 21, 2020","C65 Ruy Lopez, Berlin defence",,,,,,
"Ding, L","Gelfand, B",0-1,1.2,"Jul 21, 2020","E47 Nimzo-Indian, 4.e3 O-O, 5.Bd3",,,,,,
"Kramnik, V","Nepomniachtchi, I",0-1,1.3,"Jul 21, 2020",A04 Reti opening,,,,,,
"Giri, A","Carlsen, M",½-½,1.3,"Jul 21, 2020","D37 Queen's Gambit Declined, 4.Nf3",,,,,,
"Anand, V","Svidler, P",½-½,1.3,"Jul 21, 2020",C50 King's pawn game,,,,,,
"Leko, P","Ivanchuk, V",½-½,1.3,"Jul 21, 2020",B07 Pirc defence,,,,,,
"Gelfand, B","Ding, L",½-½,1.3,"Jul 21, 2020","D86 Gruenfeld, exchange, classical variation",,,,,,
"Nepomniachtchi, I","Kramnik, V",½-½,1.4,"Jul 21, 2020","D37 Queen's Gambit Declined, 4.Nf3",,,,,,
"Carlsen, M","Giri, A",1-0,1.4,"Jul 21, 2020","E68 King's Indian, fianchetto, classical variation, 8.e4",,,,,,
"Svidler, P","Anand, V",1-0,1.4,"Jul 21, 2020","A08 Reti, King's Indian attack",,,,,,
"Ivanchuk, V","Leko, P",1-0,1.4,"Jul 21, 2020",C34 King's gambit accepted,,,,,,
"Ding, L","Gelfand, B",0-1,1.4,"Jul 21, 2020",B30 Sicilian defence,,,,,,
"Kramnik, V","Nepomniachtchi, I",0-1,1.5,"Jul 21, 2020",A04 Reti opening,,,,,,
"Ivanchuk, V","Leko, P",0-1,1.5,"Jul 21, 2020","A30 English, symmetrical variation",,,,,,
"Nepomniachtchi, I","Ding, L",1-0,2.1,"Jul 22, 2020",C45 Scotch game,,,,,,
"Ivanchuk, V","Gelfand, B",½-½,2.1,"Jul 22, 2020",D43 Queen's Gambit Declined semi-Slav,,,,,,
"Svidler, P","Leko, P",½-½,2.1,"Jul 22, 2020",A05 Reti opening,,,,,,
"Carlsen, M","Anand, V",½-½,2.1,"Jul 22, 2020","E26 Nimzo-Indian, Saemisch variation",,,,,,
"Kramnik, V","Giri, A",½-½,2.1,"Jul 22, 2020","A28 English, four knights system",,,,,,
"Ding, L","Nepomniachtchi, I",0-1,2.2,"Jul 22, 2020",A81 Dutch defence,,,,,,
"Gelfand, B","Ivanchuk, V",½-½,2.2,"Jul 22, 2020","D87 Gruenfeld, exchange, Spassky variation",,,,,,
"Leko, P","Svidler, P",1-0,2.2,"Jul 22, 2020",C50 King's pawn game,,,,,,
"Anand, V","Carlsen, M",½-½,2.2,"Jul 22, 2020","C64 Ruy Lopez, classical (Cordel) defence",,,,,,
"Giri, A","Kramnik, V",1-0,2.2,"Jul 22, 2020","D37 Queen's Gambit Declined, 4.Nf3",,,,,,
"Nepomniachtchi, I","Ding, L",½-½,2.3,"Jul 22, 2020","B11 Caro-Kann, two knights, 3...Bg4",,,,,,
"Ivanchuk, V","Gelfand, B",½-½,2.3,"Jul 22, 2020",D30 Queen's gambit declined,,,,,,
"Svidler, P","Leko, P",1-0,2.3,"Jul 22, 2020",A05 Reti opening,,,,,,
"Carlsen, M","Anand, V",½-½,2.3,"Jul 22, 2020","D38 Queen's Gambit Declined, Ragozin variation",,,,,,
"Kramnik, V","Giri, A",½-½,2.3,"Jul 22, 2020",D02 Queen's pawn game,,,,,,
"Gelfand, B","Ivanchuk, V",1-0,2.4,"Jul 22, 2020","A15 English, 1...Nf6 (Anglo-Indian defense)",,,,,,
"Leko, P","Svidler, P",0-1,2.4,"Jul 22, 2020",C50 King's pawn game,,,,,,
"Anand, V","Carlsen, M",0-1,2.4,"Jul 22, 2020","C65 Ruy Lopez, Berlin defence",,,,,,
"Giri, A","Kramnik, V",½-½,2.4,"Jul 22, 2020",A53 Old Indian defence,,,,,,
"Giri, A","Nepomniachtchi, I",0-1,3.1,"Jul 23, 2020","D85 Gruenfeld, exchange variation",,,,,,
"Anand, V","Kramnik, V",0-1,3.1,"Jul 23, 2020",C11 French defence,,,,,,
"Leko, P","Carlsen, M",½-½,3.1,"Jul 23, 2020","E66 King's Indian, fianchetto, Yugoslav Panno",,,,,,
"Gelfand, B","Svidler, P",½-½,3.1,"Jul 23, 2020","A33 English, symmetrical variation",,,,,,
"Ding, L","Ivanchuk, V",½-½,3.1,"Jul 23, 2020","E15 Queen's Indian, 4.g3",,,,,,
"Nepomniachtchi, I","Giri, A",1-0,3.2,"Jul 23, 2020","B90 Sicilian, Najdorf",,,,,,
"Kramnik, V","Anand, V",1-0,3.2,"Jul 23, 2020","A08 Reti, King's Indian attack",,,,,,
"Carlsen, M","Leko, P",½-½,3.2,"Jul 23, 2020","D42 Queen's Gambit Declined, Semi-Tarrasch, 7.Bd3",,,,,,
"Svidler, P","Gelfand, B",½-½,3.2,"Jul 23, 2020",B30 Sicilian defence,,,,,,
"Ivanchuk, V","Ding, L",1-0,3.2,"Jul 23, 2020",C45 Scotch game,,,,,,
"Giri, A","Nepomniachtchi, I",½-½,3.3,"Jul 23, 2020","D85 Gruenfeld, exchange variation",,,,,,
"Anand, V","Kramnik, V",½-½,3.3,"Jul 23, 2020",C50 King's pawn game,,,,,,
"Leko, P","Carlsen, M",½-½,3.3,"Jul 23, 2020","D45 Queen's Gambit Declined semi-Slav, 5.e3",,,,,,
"Gelfand, B","Svidler, P",0-1,3.3,"Jul 23, 2020","A33 English, symmetrical variation",,,,,,
"Ding, L","Ivanchuk, V",1-0,3.3,"Jul 23, 2020",E00 Queen's pawn game,,,,,,
"Carlsen, M","Leko, P",1-0,3.4,"Jul 23, 2020","A35 English, symmetrical variation",,,,,,
"Svidler, P","Gelfand, B",½-½,3.4,"Jul 23, 2020",B30 Sicilian defence,,,,,,
"Ivanchuk, V","Ding, L",1-0,3.4,"Jul 23, 2020","E50 Nimzo-Indian, 4.e3 e8g8, 5.Nf3, without ...d5",,,,,,
"Nepomniachtchi, I","Ivanchuk, V",½-½,4.1,"Jul 24, 2020","C84 Ruy Lopez, closed defence",,,,,,
"Svidler, P","Ding, L",1-0,4.1,"Jul 24, 2020","D78 Neo-Gruenfeld, 6.O-O c6",,,,,,
"Carlsen, M","Gelfand, B",1-0,4.1,"Jul 24, 2020",B33 Sicilian defence,,,,,,
"Kramnik, V","Leko, P",½-½,4.1,"Jul 24, 2020","A30 English, symmetrical variation",,,,,,
"Giri, A","Anand, V",½-½,4.1,"Jul 24, 2020",A13 English opening,,,,,,
"Ivanchuk, V","Nepomniachtchi, I",½-½,4.2,"Jul 24, 2020","D83 Gruenfeld, Gruenfeld gambit",,,,,,
"Ding, L","Svidler, P",1-0,4.2,"Jul 24, 2020","D16 Queen's Gambit Declined Slav accepted, Alapin variation",,,,,,
"Gelfand, B","Carlsen, M",0-1,4.2,"Jul 24, 2020","D87 Gruenfeld, exchange, Spassky variation",,,,,,
"Leko, P","Kramnik, V",½-½,4.2,"Jul 24, 2020","D37 Queen's Gambit Declined, 4.Nf3",,,,,,
"Anand, V","Giri, A",½-½,4.2,"Jul 24, 2020","B92 Sicilian, Najdorf, Opovcensky variation",,,,,,
"Nepomniachtchi, I","Ivanchuk, V",½-½,4.3,"Jul 24, 2020","C82 Ruy Lopez, open, 9.c3",,,,,,
"Svidler, P","Ding, L",½-½,4.3,"Jul 24, 2020","D78 Neo-Gruenfeld, 6.O-O c6",,,,,,
"Carlsen, M","Gelfand, B",1-0,4.3,"Jul 24, 2020",B32 Sicilian defence,,,,,,
"Kramnik, V","Leko, P",½-½,4.3,"Jul 24, 2020","A36 English, symmetrical variation",,,,,,
"Giri, A","Anand, V",½-½,4.3,"Jul 24, 2020","E01 Catalan, closed",,,,,,
"Ivanchuk, V","Nepomniachtchi, I",0-1,4.4,"Jul 24, 2020","D83 Gruenfeld, Gruenfeld gambit",,,,,,
"Ding, L","Svidler, P",1-0,4.4,"Jul 24, 2020","D16 Queen's Gambit Declined Slav accepted, Alapin variation",,,,,,
"Leko, P","Kramnik, V",0-1,4.4,"Jul 24, 2020","D37 Queen's Gambit Declined, 4.Nf3",,,,,,
"Anand, V","Giri, A",½-½,4.4,"Jul 24, 2020","C67 Ruy Lopez, Berlin defence, open variation",,,,,,
"Anand, V","Giri, A",0-1,4.5,"Jul 24, 2020",C53 Giuoco Piano,,,,,,
"Nepomniachtchi, I","Svidler, P",½-½,5.1,"Jul 25, 2020","C84 Ruy Lopez, closed defence",,,,,,
"Carlsen, M","Ivanchuk, V",0-1,5.1,"Jul 25, 2020",E11 Bogo-Indian defence,,,,,,
"Kramnik, V","Ding, L",0-1,5.1,"Jul 25, 2020","B92 Sicilian, Najdorf, Opovcensky variation",,,,,,
"Giri, A","Gelfand, B",½-½,5.1,"Jul 25, 2020","B22 Sicilian, Alapin's variation (2.c3)",,,,,,
"Anand, V","Leko, P",1-0,5.1,"Jul 25, 2020",C50 King's pawn game,,,,,,
"Svidler, P","Nepomniachtchi, I",½-½,5.2,"Jul 25, 2020","A33 English, symmetrical variation",,,,,,
"Ivanchuk, V","Carlsen, M",½-½,5.2,"Jul 25, 2020","D37 Queen's Gambit Declined, 4.Nf3",,,,,,
"Ding, L","Kramnik, V",0-1,5.2,"Jul 25, 2020","D37 Queen's Gambit Declined, 4.Nf3",,,,,,
"Gelfand, B","Giri, A",½-½,5.2,"Jul 25, 2020","A07 Reti, King's Indian attack (Barcza system)",,,,,,
"Leko, P","Anand, V",½-½,5.2,"Jul 25, 2020",C50 King's pawn game,,,,,,
"Nepomniachtchi, I","Svidler, P",1-0,5.3,"Jul 25, 2020","C84 Ruy Lopez, closed defence",,,,,,
"Carlsen, M","Ivanchuk, V",1-0,5.3,"Jul 25, 2020",E11 Bogo-Indian defence,,,,,,
"Kramnik, V","Ding, L",½-½,5.3,"Jul 25, 2020","B90 Sicilian, Najdorf",,,,,,
"Giri, A","Gelfand, B",½-½,5.3,"Jul 25, 2020",A04 Reti opening,,,,,,
"Anand, V","Leko, P",½-½,5.3,"Jul 25, 2020","C65 Ruy Lopez, Berlin defence",,,,,,
"Svidler, P","Nepomniachtchi, I",0-1,5.4,"Jul 25, 2020",A05 Reti opening,,,,,,
"Ivanchuk, V","Carlsen, M",½-½,5.4,"Jul 25, 2020","D37 Queen's Gambit Declined, 4.Nf3",,,,,,
"Ding, L","Kramnik, V",0-1,5.4,"Jul 25, 2020","D37 Queen's Gambit Declined, 4.Nf3",,,,,,
"Gelfand, B","Giri, A",0-1,5.4,"Jul 25, 2020","D12 Queen's Gambit Declined Slav, 4.e3 Bf5",,,,,,
"Leko, P","Anand, V",1-0,5.4,"Jul 25, 2020",C50 King's pawn game,,,,,,
"Ivanchuk, V","Carlsen, M",0-1,5.5,"Jul 25, 2020",E00 Queen's pawn game,,,,,,
"Leko, P","Anand, V",1-0,5.5,"Jul 25, 2020",C50 King's pawn game,,,,,,
"Anand, V","Nepomniachtchi, I",½-½,6.1,"Jul 26, 2020","B90 Sicilian, Najdorf",,,,,,
"Leko, P","Giri, A",½-½,6.1,"Jul 26, 2020",E10 Queen's pawn game,,,,,,
"Gelfand, B","Kramnik, V",1-0,6.1,"Jul 26, 2020","D37 Queen's Gambit Declined, 4.Nf3",,,,,,
"Ding, L","Carlsen, M",½-½,6.1,"Jul 26, 2020",A05 Reti opening,,,,,,
"Ivanchuk, V","Svidler, P",1-0,6.1,"Jul 26, 2020","D94 Gruenfeld, 5.e3",,,,,,
"Nepomniachtchi, I","Anand, V",1-0,6.2,"Jul 26, 2020","C24 Bishop's opening, Berlin defence",,,,,,
"Giri, A","Leko, P",1-0,6.2,"Jul 26, 2020","A14 English, Neo-Catalan declined",,,,,,
"Kramnik, V","Gelfand, B",½-½,6.2,"Jul 26, 2020",A04 Reti opening,,,,,,
"Carlsen, M","Ding, L",1-0,6.2,"Jul 26, 2020",D43 Queen's Gambit Declined semi-Slav,,,,,,
"Svidler, P","Ivanchuk, V",1-0,6.2,"Jul 26, 2020",A13 English opening,,,,,,
"Anand, V","Nepomniachtchi, I",½-½,6.3,"Jul 26, 2020","B90 Sicilian, Najdorf",,,,,,
"Leko, P","Giri, A",1-0,6.3,"Jul 26, 2020",E10 Queen's pawn game,,,,,,
"Gelfand, B","Kramnik, V",0-1,6.3,"Jul 26, 2020","E17 Queen's Indian, 5.Bg2 Be7",,,,,,
"Ding, L","Carlsen, M",½-½,6.3,"Jul 26, 2020","D78 Neo-Gruenfeld, 6.O-O c6",,,,,,
"Ivanchuk, V","Svidler, P",½-½,6.3,"Jul 26, 2020",E60 King's Indian defence,,,,,,
"Nepomniachtchi, I","Anand, V",0-1,6.4,"Jul 26, 2020","B47 Sicilian, Taimanov (Bastrikov) variation",,,,,,
"Giri, A","Leko, P",1-0,6.4,"Jul 26, 2020",A05 Reti opening,,,,,,
"Kramnik, V","Gelfand, B",½-½,6.4,"Jul 26, 2020",D04 Queen's pawn game,,,,,,
"Carlsen, M","Ding, L",½-½,6.4,"Jul 26, 2020","B51 Sicilian, Canal-Sokolsky (Nimzovich-Rossolimo, Moscow) attack",,,,,,
"Svidler, P","Ivanchuk, V",½-½,6.4,"Jul 26, 2020","A11 English, Caro-Kann defensive system",,,,,,
"Nepomniachtchi, I","Anand, V",1-0,6.5,"Jul 26, 2020",A06 Reti opening,,,,,,
"Kramnik, V","Gelfand, B",1-0,6.5,"Jul 26, 2020","A30 English, symmetrical variation",,,,,,
"Svidler, P","Ivanchuk, V",1-0,6.5,"Jul 26, 2020","B90 Sicilian, Najdorf",,,,,,
"Leko, P","Nepomniachtchi, I",½-½,7.1,"Jul 27, 2020","D41 Queen's Gambit Declined, Semi-Tarrasch, 5.cd",,,,,,
"Gelfand, B","Anand, V",0-1,7.1,"Jul 27, 2020",E10 Queen's pawn game,,,,,,
"Ding, L","Giri, A",0-1,7.1,"Jul 27, 2020","E06 Catalan, closed, 5.Nf3",,,,,,
"Ivanchuk, V","Kramnik, V",1-0,7.1,"Jul 27, 2020","D40 Queen's Gambit Declined, Semi-Tarrasch defence",,,,,,
"Svidler, P","Carlsen, M",½-½,7.1,"Jul 27, 2020",A20 English opening,,,,,,
"Nepomniachtchi, I","Leko, P",½-½,7.2,"Jul 27, 2020","E21 Nimzo-Indian, three knights variation",,,,,,
"Anand, V","Gelfand, B",1-0,7.2,"Jul 27, 2020",B30 Sicilian defence,,,,,,
"Giri, A","Ding, L",½-½,7.2,"Jul 27, 2020",A20 English opening,,,,,,
"Kramnik, V","Ivanchuk, V",0-1,7.2,"Jul 27, 2020","B76 Sicilian, dragon, Yugoslav attack, 7...O-O",,,,,,
"Carlsen, M","Svidler, P",½-½,7.2,"Jul 27, 2020","C90 Ruy Lopez, closed (with ...d6)",,,,,,
"Leko, P","Nepomniachtchi, I",½-½,7.3,"Jul 27, 2020","A31 English, symmetrical, Benoni formation",,,,,,
"Gelfand, B","Anand, V",½-½,7.3,"Jul 27, 2020",E10 Queen's pawn game,,,,,,
"Ding, L","Giri, A",0-1,7.3,"Jul 27, 2020","E48 Nimzo-Indian, 4.e3 O-O, 5.Bd3 d5",,,,,,
"Ivanchuk, V","Kramnik, V",0-1,7.3,"Jul 27, 2020","A32 English, symmetrical variation",,,,,,
"Svidler, P","Carlsen, M",½-½,7.3,"Jul 27, 2020",A22 English opening,,,,,,
"Nepomniachtchi, I","Leko, P",½-½,7.4,"Jul 27, 2020",C50 King's pawn game,,,,,,
"Kramnik, V","Ivanchuk, V",0-1,7.4,"Jul 27, 2020",C50 King's pawn game,,,,,,
"Carlsen, M","Svidler, P",1-0,7.4,"Jul 27, 2020","A48 King's Indian, East Indian defence",,,,,,
"Nepomniachtchi, I","Leko, P",1-0,7.5,"Jul 27, 2020",A01 Nimzovich-Larsen attack,,,,,,
"Nepomniachtchi, I","Carlsen, M",½-½,8.1,"Jul 28, 2020","A15 English, 1...Nf6 (Anglo-Indian defense)",,,,,,
"Kramnik, V","Svidler, P",0-1,8.1,"Jul 28, 2020","B84 Sicilian, Scheveningen (Paulsen), classical variation",,,,,,
"Giri, A","Ivanchuk, V",½-½,8.1,"Jul 28, 2020","A30 English, symmetrical variation",,,,,,
"Anand, V","Ding, L",0-1,8.1,"Jul 28, 2020","B90 Sicilian, Najdorf",,,,,,
"Leko, P","Gelfand, B",½-½,8.1,"Jul 28, 2020","A35 English, symmetrical variation",,,,,,
"Carlsen, M","Nepomniachtchi, I",1-0,8.2,"Jul 28, 2020","D85 Gruenfeld, exchange variation",,,,,,
"Svidler, P","Kramnik, V",½-½,8.2,"Jul 28, 2020","D77 Neo-Gruenfeld, 6.O-O",,,,,,
"Ivanchuk, V","Giri, A",0-1,8.2,"Jul 28, 2020","C65 Ruy Lopez, Berlin defence",,,,,,
"Ding, L","Anand, V",½-½,8.2,"Jul 28, 2020","A08 Reti, King's Indian attack",,,,,,
"Gelfand, B","Leko, P",1-0,8.2,"Jul 28, 2020","D38 Queen's Gambit Declined, Ragozin variation",,,,,,
"Nepomniachtchi, I","Carlsen, M",½-½,8.3,"Jul 28, 2020",A13 English opening,,,,,,
"Kramnik, V","Svidler, P",½-½,8.3,"Jul 28, 2020","B90 Sicilian, Najdorf",,,,,,
"Giri, A","Ivanchuk, V",0-1,8.3,"Jul 28, 2020","A15 English, 1...Nf6 (Anglo-Indian defense)",,,,,,
"Anand, V","Ding, L",0-1,8.3,"Jul 28, 2020","B90 Sicilian, Najdorf",,,,,,
"Leko, P","Gelfand, B",1-0,8.3,"Jul 28, 2020",B30 Sicilian defence,,,,,,
"Carlsen, M","Nepomniachtchi, I",0-1,8.4,"Jul 28, 2020",A41 Queen's Pawn,,,,,,
"Svidler, P","Kramnik, V",½-½,8.4,"Jul 28, 2020",B15 Caro-Kann defence,,,,,,
"Ivanchuk, V","Giri, A",½-½,8.4,"Jul 28, 2020","E51 Nimzo-Indian, 4.e3 e8g8, 5.Nf3 d7d5",,,,,,
"Gelfand, B","Leko, P",½-½,8.4,"Jul 28, 2020","E06 Catalan, closed, 5.Nf3",,,,,,
"Nepomniachtchi, I","Carlsen, M",½-½,8.5,"Jul 28, 2020",A20 English opening,,,,,,
"Ivanchuk, V","Giri, A",1-0,8.5,"Jul 28, 2020","D19 Queen's Gambit Declined Slav, Dutch variation",,,,,,
"Leko, P","Gelfand, B",0-1,8.5,"Jul 28, 2020",B30 Sicilian defence,,,,,,
"Gelfand, B","Nepomniachtchi, I",0-1,9.1,"Jul 29, 2020","D86 Gruenfeld, exchange, classical variation",,,,,,
"Ding, L","Leko, P",1-0,9.1,"Jul 29, 2020",C50 King's pawn game,,,,,,
"Ivanchuk, V","Anand, V",½-½,9.1,"Jul 29, 2020","D38 Queen's Gambit Declined, Ragozin variation",,,,,,
"Svidler, P","Giri, A",½-½,9.1,"Jul 29, 2020",A20 English opening,,,,,,
"Carlsen, M","Kramnik, V",½-½,9.1,"Jul 29, 2020",C50 King's pawn game,,,,,,
